C951_LABez,Bezeichnung Lohnart,
C951_LABez,Description wage type,
C951_LABez,Descrição tipo salário,

C951_MAStunde,Stunden,

C951_MATag,Tage,

C951_Name,Name,
C951_Name,Name,
C951_Name,Nome,

C951_Pause,Pause,
C951_Pause,Idle time,
C951_Pause,Pausa,

C951_PersNr,Pers.-Nr.,
C951_PersNr,Personnel no.,
C951_PersNr,N°Empr.,

C951_TagId,Tag,
C951_TagId,Day,
C951_TagId,Dia,

C951_TagTyp,Tagestyp,
C951_TagTyp,Typ of the day ,

C951_TagTypBez,Tagestyp,
C951_TagTypBez,Typ of the day ,

C951_TagZeitIst,Istzeit verrechnet,
C951_TagZeitIst,Clock time (credited),
C951_TagZeitIst,Tempo Act. Calc.,

C951_TagZeitSoll,Sollzeit,
C951_TagZeitSoll,Allocated time,
C951_TagZeitSoll,Tempo alvo,

C951_UEStunde,Überstd.,
C951_UEStunde,Overtime,

C951_UETag,Überstunden,

C951_VHStunde,VHZ,
C951_VHStunde,VHZ ,

C951_VHTag,Vorholzeit,

C951_VorName,Vorname,
C951_VorName,First name,
C951_VorName,Prenome,

C951_ZeitAbw,Zeit Abwesend,
C951_ZeitAbw,Absent time,
C951_ZeitAbw,Tempo Ausente,

C951_Zeitart,Zeitart,
C951_Zeitart,Time type,
C951_Zeitart,Tipo Tempo,

C951_ZeitartBez,Bezeichnung Zeitart,
C951_ZeitartBez,Description time type,
C951_ZeitartBez,Descrição Modelo Tempo,

C951_ZeitDiff,Tagesdifferenz zwischen Soll/Ist,

C951_ZeitIst,Istzeit gebucht,
C951_ZeitIst,Entered clock time,
C951_ZeitIst,Tempo Act. Reg.,

C951_ZMod,Z-Mod,
C951_ZMod,Time mode,
C951_ZMod,Modelos de tempo,

C951HH,Monatsbericht(HH:MM),


C951HHVd,Monatsbericht, verdichtet,

C951HHVdoS,Monatsbericht kurz ohne Summen,

C952,Monatssummen,
C952,Monthly totals,
C952,Soma Mes,

C952_Betrag,Betrag,
C952_Betrag,Amount,
C952_Betrag,Valor,

C952_Betrag_h,Stunden,
C952_Betrag_h,Amount (h),
C952_Betrag_h,Valor (h),

C952_Betrag2,Tage,
C952_Betrag2,Days,
C952_Betrag2,Dias,

C952_Buchungssummen,Monatssummen,
C952_Buchungssummen,Monthly totals,
C952_Buchungssummen,Soma Mes,

C952_Einheit,Einheit,
C952_Einheit,Unit,
C952_Einheit,Unidade,

C952_Jahr,Jahr,
C952_Jahr,Year,
C952_Jahr,Ano,

C952_Kontostand,Kontostand,
C952_Kontostand,Balance ,

C952_LfdNr,Lfd.Nr.,
C952_LfdNr,Serial no.,
C952_LfdNr,N°,

C952_Lohnart,Lohnart,
C952_Lohnart,Wage type,
C952_Lohnart,Tipo Salário,

C952_LohnartBez,Bezeichnung Lohnart,
C952_LohnartBez,Description wage type,
C952_LohnartBez,Descrição tipo salário,

C952_MAN,Manuell,
C952_MAN,Manually,
C952_MAN,Manualm.,

C952_PerioID,Periode,
C952_PerioID,Period,
C952_PerioID,Período,

C952_PersNr,Pers.-Nr.,
C952_PersNr,Personnel no.,
C952_PersNr,N°Empr.,

C952_Sort,Sortnr.,

C952LO,Lohnsummen,

C952PV,Zeitsummen ZA,

C953_Datum,Date ,
C953_Datum,Date ,
C953_Datum,Data,

C953_Geht1,If a ,
C953_Geht1,Go 1,
C953_Geht1,se a,

C953_Geht2,Go 2 ,
C953_Geht2,Go 2 ,
C953_Geht2,Saida 2,

C953_Glzeit,Go,
C953_Glzeit,Flextime,
C953_Glzeit,Saida Banco Horas,

C953_Kommt1,If a ,
C953_Kommt1,Come 1,
C953_Kommt1,se a,

C953_Kommt2,If two ,
C953_Kommt2,Come 2,
C953_Kommt2,se 2,

C953_Pause,Pause ,
C953_Pause,Breaktime,
C953_Pause,Pausa,

C953_PersNr,Pers.-Nr. ,
C953_PersNr,Pers.No,
C953_PersNr,N°Empr.,

C953_Schicht,Layer ,
C953_Schicht,Layer ,
C953_Schicht,Layer,

C953_SumIst,Total time ,
C953_SumIst,Total time ,
C953_SumIst,Tempo Total,

C953_ZMod,Z-Mod ,
C953_ZMod,Z-Mod ,
C953_ZMod,Modelo tempo,

C953_ZmodTag,Z-Mod days ,
C953_ZmodTag,Z-Mod days ,
C953_ZmodTag,Modelo tempo Dias,

CB_Feiertag,incl. Feiertage,
CB_Feiertag,incl Holidays ,

CB_Fill,Gebuchte Tage auffüllen,
CB_Fill,Booked days fill up ,

CB_RECalc,Tag neu berechnen,
CB_RECalc,Days to recalculate ,

CB_ZM_Ist,als Ist-Zeitmodell schreiben,
CB_ZM_Ist,If a write-time model ,

chart_3DStyle,3D Style ,
chart_3DStyle,3D Style ,
chart_3DStyle,3D Style,

chart_GriDlXOn,X-lines ,
chart_GriDlXOn,X-lines ,
chart_GriDlXOn,X-lines,

chart_GriDlYOn,Y-lines ,
chart_GriDlYOn,Y-lines ,
chart_GriDlYOn,Y-Lines,

chart_Interval,Interval ,
chart_Interval,Interval ,
chart_Interval,Intervalo,

chart_LegendeOn,Legend ,
chart_LegendeOn,Legend ,
chart_LegendeOn,Legend,

chart_Style,Style ,
chart_Style,Style ,
chart_Style,Style,

chart_TLSetOff,Trend Line Remove ,
chart_TLSetOff,Trend Line Remove ,
chart_TLSetOff,Remove Trend Line,

chart_TLSetON,Trend line set ,
chart_TLSetON,Trend line set ,
chart_TLSetON,Set Trend Line,

chart_ZoomOff,Zoom out ,
chart_ZoomOff,Zoom out ,
chart_ZoomOff,Zoom out,

chart_ZoomOn,Zoom ,
chart_ZoomOn,Zoom ,
chart_ZoomOn,Zoom,

CHRISTIHIMMELFAHRT,Ostersonntag,
CHRISTIHIMMELFAHRT,Easter Sunday,
CHRISTIHIMMELFAHRT,Domingo de Páscoa,

CL1DGK2_TA05,FA Kopfdaten,
CL1DGK2_TA05,PO head data ,
CL1DGK2_TA05,Ordem Cabecalho,

CL1DGK2_TA06,FA Details,
CL1DGK2_TA06,PO Details ,
CL1DGK2_TA06,Ordems Detalhes,

CL1DGK2_TA51,FA Buchungen,
CL1DGK2_TA51,PO bookings ,
CL1DGK2_TA51,Registros Ordems,


CONFIG,Einstellungsdaten,
CONFIG,Setting data,
CONFIG,Configuracao,

CONFIGBEN,Benutzerabh. Einstellungen,
CONFIGBEN,User-dependant settings,
CONFIGBEN,Preferencias de Usuarios,

CREATEKSMASKS,ksmasks.xml erstellen,

CREATEKSTABLES,kstables.xml erstellen,

CREATETABLE,Tabelle erstellen,

D014_Bez,Jobbeschreibung,

D014_Param,Aufrufparameter,

D014_Status,Verarbeitungsstatus,








DA60,Produktivitätskennzahlen 4 Per.,

DA60d,Produktivitätskennzahlen 4 Per. red.,



DA61_DynGrp,Kennzahlen verdichtete Daten,

DA61_KnzAnfang,Anfangskn.,

DA61_KnzBasis,Basiskn.,

DA61_KnzZiel,Zielkn.,

DA61_MW,Mittelwert einer Periode,

DA61_Nr,Area ,
DA61_Nr,Area ,
DA61_Nr,Area,

DA61_PersNr,Personalnr.,

DA61_Pkte,Sollzeit (h),

DA61_Pktek,Sollzeit (h) kumulativ,

DA61_Pktel,Soll/Ist (h),

DA61_Pktelk,Soll/Ist (h) kumulativ,

DA61_SID,ID ,
DA61_SID,ID ,
DA61_SID,ID,

DA61_Soll_AnfKnPkte,Tageswerte,

DA61_Soll_ZielKnPkte,Soll Zielpunkte,

DA61_Status,Übergabestatus 0=neu;9=übergeben (von man/Auto nach Sum),

DA61_t_Ist,Istzeit (h) (T952),

DA61_t_Istk,Istzeit (h) kumulativ,

DA61_Wert1,Wert1,

DA61_Wert10,Wert 10,

DA61_Wert11,Wert 11,

DA61_Wert12,Wert 12,

DA61_Wert13,Wert 13,

DA61_Wert14,Wert 14,

DA61_Wert15,Wert 15,

DA61_Wert2,Wert 2,

DA61_Wert3,Wert 3,

DA61_Wert4,Wert 4,

DA61_Wert5,Wert 5,

DA61_Wert6,Wert 6,

DA61_Wert7,Wert 7,

DA61_Wert8,Wert 8,

DA61_Wert9,Wert 9,

DA61PKICH,Produktivitätskennzahlen 4 Per.,

DA61PKICHD,Produktivitätskennzahlen 4 Per. red.,

DA61PKIK,Produktivitätskennzahlen alle EFG,

DA63P4,Leistungskennzahlen 4 Per. Platz,

DA63P4E,Leistungskennzahlen Per. ,

DA63P4p,Leistungskennzahlen 4 Per., Platz (Pr.rel.),

DA63P4pE,Leistungskennzahlen Per. (Pr),


DA77_Nr,Kostenstelle,

DA77P4,Leistungskennzahlen 4 Per., Kostenst.,

DA77P4E,Leistungskennzahlen Per. Kostenst.,

DA77P4p,Leistungskennzahlen 4 Per., Kostenst.  (Pr.rel.),

DA77P4pE,Leistungskennzahlen Per. Kostenst. (Pr),


DA78P4,Leistungskennzahlen 4 Per., Gruppe,

DA78P4E,Leistungskennzahlen Per. Gruppe,

DA78P4p,Leistungskennzahlen 4 Per., Gruppe  (Pr.rel.),

DA78P4pE,Leistungskennzahlen Per. Gruppe (Pr),


DA79P4,Leistungskennzahlen 4 Per., Abt.,

DA79P4E,Leistungskennzahlen Per. Abt.,

DA79P4p,Leistungskennzahlen 4 Per., Abt.  (Pr.rel.),

DA79P4pE,Leistungskennzahlen Per. Abt. (Pr),


DA80P4,Leistungskennzahlen 4 Per., Werk,

DA80P4E,Leistungskennzahlen Per. Werk,

DA80P4p,Leistungskennzahlen 4 Per., Werk  (Pr.rel.),

DA80P4pE,Leistungskennzahlen Per. Werk (Pr),

DA81Pkt,Termintreue 4 Per.,




DAT_BIS1,Datum bis,
DAT_BIS1,Date to,

DATE_,Datum,
DATE_,Date,
DATE_,Data,

DATE_BIS,Datum bis,
DATE_BIS,Date to,
DATE_BIS,Data até,

DATE_VON,Datum von,
DATE_VON,Date from,
DATE_VON,Data de,

Datei,Datei,
Datei,File,
Datei,Arquivo,

DATEJAHR,Jahr,
DATEJAHR,Year,
DATEJAHR,Ano,

DATEMONAT,Monat,
DATEMONAT,Month,
DATEMONAT,Mês,

DATHEUTE,Datum,
DATHEUTE,Date,
DATHEUTE,Data,

DATKWBIS,Bis KW,
DATKWBIS,By KW ,

DATKWVON,Von KW,
DATKWVON,By KW ,




DBExchange +++ Backup +++,Backup,
DBExchange +++ Backup +++,Backup,
DBExchange +++ Backup +++,Backup,

DBExchange +++ Restore +++,Restore,
DBExchange +++ Restore +++,Restore,
DBExchange +++ Restore +++,Restaurar,

DELETE,Entfernen,

DG_LAFKT,Funktion,
DG_LAFKT,Function,
DG_LAFKT,Função,

DG_ZAFKT,Funktion,
DG_ZAFKT,Function,
DG_ZAFKT,Função,

DG_ZMPA,Pausen,
DG_ZMPA,Idle times,
DG_ZMPA,Pausa,

DG1K000,PKS System,
DG1K000,PKS System,
DG1K000,Sistema PKS,

DG1K001,Listenverwaltung,
DG1K001,List management,
DG1K001,Gestao de Relatórios,

DG1K002,Einzelsatzverwaltung,
DG1K002,Individual record management,
DG1K002,Gestao de registros individuais,

DG1K003,Regelverwaltung,
DG1K003,Rule management,
DG1K003,Gestao Regras,

DG1K004,Hilfe Editor,
DG1K004,Help Editor,
DG1K004,Editor Ajuda,

DG1K005,Personalstammverwaltung,
DG1K005,Personal master data management,
DG1K005,Gestao Dados Basicos Pessoa,

DG1K005_UL_GENOMMEN,genommen,
DG1K005_UL_GENOMMEN,taken,
DG1K005_UL_GENOMMEN,tomado,

DG1K005_UL_GEPLANT,geplant,
DG1K005_UL_GEPLANT,planned,
DG1K005_UL_GEPLANT,planejado,

DG1K005_UL_OFFEN,offen,
DG1K005_UL_OFFEN,open,
DG1K005_UL_OFFEN,Aberto,

DG1K005_ULREST,verbleibend,
DG1K005_ULREST,remaining,
DG1K005_ULREST,Remanesce,

DG1K005TBP_ADMIN,Verwaltung,
DG1K005TBP_ADMIN,Administration,
DG1K005TBP_ADMIN,Administracao,

DG1K005TBP_ALLG,Allgemein,
DG1K005TBP_ALLG,General,
DG1K005TBP_ALLG,Comum,

DG1K005TBP_GL,Flexzeit,
DG1K005TBP_GL,Flexitime,
DG1K005TBP_GL,Banco Horas,

DG1K005TBP_PRAEMIE,Prämie,
DG1K005TBP_PRAEMIE,Incentive,
DG1K005TBP_PRAEMIE,Prémio,

DG1K005TBP_Terminal,Terminal,
DG1K005TBP_Terminal,Terminal ,
DG1K005TBP_Terminal,Terminal,

DG1K005TBP_UL,Urlaub,
DG1K005TBP_UL,Leave,
DG1K005TBP_UL,Férias,

DG1K007,Kontenverwaltung,
DG1K007,Account Management ,

DG1K008,Zeitmodellverwaltung,

DG1K009,Tagestypen,

DG1K010,Konten kompakt,

DG1K012,Prämiengruppen,

DG1K013,Kennzahlen generieren,

DG1K014,Jobabruf,

DG1K015,Manuelle Auftragsbuchung,

DG1K102,Buchungsdaten Detail,
DG1K102,Details of posting data,
DG1K102,Detalhe Registro,

DG1K103,Dynamische Pausen,
DG1K103,Dynamic breaks ,
DG1K103,Pausa Dinamica,

DG1K104,Konten verwalten,
DG1K104,Manage accounts ,

DG1K105_Fields,Zu setzende Werte,
DG1K105_Fields,Values to be set,
DG1K105_Fields,Valores a serem fixados,

DG1K105_PersSel,ausgewählte Personen,
DG1K105_PersSel,Selected persons,
DG1K105_PersSel,Pessoas selecionadas,

DG1K151,Neuanlage Basiskalender,
DG1K151,Creation basic calendar,
DG1K151,Criacao Calendário Base,

dg1p00,PowerScan,

DG1S000,FA scannen,

DG1T005,Buchungsdaten verwalten,
DG1T005,Manage booking data ,

DG1T005_UHRZEIT_0,Anfangszeit ändern,
DG1T005_UHRZEIT_0,Start Time Change ,

DG1T005_UHRZEIT_1,Endezeit ändern,
DG1T005_UHRZEIT_1,Time change ,

DG1T005TP_TA05,FA. Kopfdaten,
DG1T005TP_TA05,PO. Header ,

DG1T005TP_TA06,FA. Details,
DG1T005TP_TA06,PO. Details ,

DG1T005TP_TA50,FA. Erfassung,
DG1T005TP_TA50,PO. Recording ,
DG1T005TP_TA50,Registro Ordem,

DG1T005TP_TA51,FA. Buchung,
DG1T005TP_TA51,PO. Booking ,
DG1T005TP_TA51,Registro Ordem,

DG1T101,FA Buchungsverwaltung,
DG1T101,PO Reservation management ,
DG1T101,Gestao Registro Ordems,

DG1T102,FA Buchungsdaten Detail,
DG1T102,Production order booking data details,
DG1T102,Registros Ordems Detalhes,

DG2K000,Anmeldung,
DG2K000,Logon,
DG2K000,Login,

DG2K002,PKS-Hilfe,
DG2K002,PKS-Help,

DG2K004,Message,
DG2K004,Message ,
DG2K004,Mensagem,

DG2K004_ERROR,Fehler,
DG2K004_ERROR,Error ,
DG2K004_ERROR,Erro,

DG2K004_INFO,Information,
DG2K004_INFO,Information ,
DG2K004_INFO,Informação,

DG2K004_NACHRICHT,Nachricht,
DG2K004_NACHRICHT,Message ,
DG2K004_NACHRICHT,Mensagem,

DG2K004_WARNUNG,Warnung,
DG2K004_WARNUNG,Warning ,
DG2K004_WARNUNG,Aviso,

DG2K005,Datensicherung,
DG2K005,Backup ,




DG2TInfo_A,Wechselbuchung,

DG2TInfo_G,gegangen,

DG2TInfo_K,gekommen,

DG2TInfo_PlatzAkt,aktueller Platz,

DGT003,Mengenerfassung,
DGT003,Entry of quantities,
DGT003,Coleta de Qtd,

DGT004_RUEST,Rüstzeitenerfassung,
DGT004_RUEST,Setup time entry,
DGT004_RUEST,Registrar Tempos Ajustamento,

DGT004_ZUS,Zuschlagserfassung,
DGT004_ZUS,Award coverage ,
DGT004_ZUS,Registrar Suplementos,

DGT007,Stellplatz,

DGT007_Headline,Stellplatz eingeben,







DM60,Team Produktivitätskennzahlen 4 Per.,

DM60d,Team Produktivitätskennzahlen 4 Per. red.,

DocArchiv,Archiv,

DP01_FirmaNR,Firmenkn.,

DP01_Img01,Bild,

DP01_SID,Session ID,

DV1K000,Anmeldeinformation,
DV1K000,Logon information,
DV1K000,Informacao Login,

DV1K000_HOST,Computer,
DV1K000_HOST,Computer,
DV1K000_HOST,Computador,

DV1K000_Job,Jobs,
DV1K000_Job,Jobs,
DV1K000_Job,Jobs,

DV1K000_LastJobs,Zuletzt ausgeführte Jobs,
DV1K000_LastJobs,Last executed jobs,
DV1K000_LastJobs,Últimos trabalhos executados,

DV1K000_LogAs,Angemeldet als,
DV1K000_LogAs,Logged on as,
DV1K000_LogAs,Conectado como,

DV1K000_LogTo,Angemeldet an,
DV1K000_LogTo,Logged on at,
DV1K000_LogTo,Conectado em,

DV1K000_STATUS,Status,
DV1K000_STATUS,Status,
DV1K000_STATUS,Status,

DV1K000_TIME,Zeitpunkt,
DV1K000_TIME,Time,
DV1K000_TIME,Momento,

DV1K000_UI2Head,Angemeldet sind,
DV1K000_UI2Head,Logged on are,
DV1K000_UI2Head,Conectado estao,

DV1K001,An-/Abwesenheit,
DV1K001,Attendance/Absence,
DV1K001,Presencia / Ausencia,

DV1K001_Abw,Abwesend,
DV1K001_Abw,Absent,
DV1K001_Abw,Ausente,

DV1K001_Abwkr,Krank,
DV1K001_Abwkr,Sick,
DV1K001_Abwkr,Doente,

DV1K001_AbwUne,Abw. unentschuldigt,
DV1K001_AbwUne,Absent without valid excuse,
DV1K001_AbwUne,Aus. Justificada,

DV1K001_Anw,Anwesend,
DV1K001_Anw,Present,
DV1K001_Anw,Presente,

DV1K001_AnwGe,Gegangen,
DV1K001_AnwGe,Gone,
DV1K001_AnwGe,Saiu,

EFG,Einflußgröße,
EFG,Abbreviation effect size. (EFG) ,
